Load	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
Ext	Frame 1	DL	SL	Wutt	*	Wdspan1	*	Wdspan2	*	Wdspan3	*	Wdspan4	*	Wdspan5	*	Wdspan6	*	Frame 2	DL	SL	Wutt	*	Wdtt	*	Frame 3	DL	SL	Wdtt	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
*	Angle	N/mm	N/mm	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	N/mm	N	Angle	N/mm	N/mm	N/mm	N	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
3	0.9DL+1.0Wutt	0.05	2.12	-0.10	-2.12	0.02	0.07	3.67	0.65	-3.67	0.02	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wutt	-0.07	1.06	1.69	-1.06	-0.03	-0.14	1.12	2.76	-1.12	-0.05	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wutt	-0.07	1.25	1.26	-1.25	-0.03	-0.17	1.06	2.75	-1.06	-0.06	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdtt	0.02	0.00	4.36	0.00	0.00	-0.02	-3.95	8.46	3.95	-0.02	-0.13	-11.96	27.04	11.96	-0.09	3	0.9DL+1.0Wdtt	-0.17	0.00	3.88	0.00	-0.06	-0.18	-0.55	4.49	0.55	-0.07	-0.24	-2.51	9.64	2.51	-0.10	3	0.9DL+1.0Wdtt	-0.21	0.00	3.78	0.00	-0.07	-0.24	-0.65	4.45	0.65	-0.09	-0.61	-3.36	11.18	3.36	-0.22	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan1	0.03	-10.79	28.75	10.79	-0.02	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan1	-3.22	-7.59	21.20	7.59	-1.08	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan1	-0.34	-2.24	9.20	2.24	-0.13	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan2	-0.15	-9.38	25.96	9.38	-0.08	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan2	-3.27	-6.96	19.96	6.96	-1.10	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan2	-1.43	-3.40	11.76	3.40	-0.49	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan3	-1.10	-12.85	33.03	12.85	-0.41	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan3	-4.75	-9.16	24.28	9.16	-1.59	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan3	-1.07	-5.17	15.52	5.17	-0.37	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan4	0.25	-14.13	35.51	14.13	0.04	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan4	-2.19	-7.43	20.67	7.43	-0.75	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan4	-0.92	-5.78	16.73	5.78	-0.33	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan5	2.08	-11.20	29.33	11.20	0.64	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan5	-2.23	-7.33	20.45	7.33	-0.76	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan5	0.11	-4.41	13.99	4.41	0.01	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	0.9DL+1.0Wdspan6	0.45	-9.72	26.34	9.72	0.11	0.02	0.00	4.36	0.00	0.00	0.02	0.00	4.36	0.00	0.00	3	0.9DL+1.0Wdspan6	-3.24	-6.31	18.34	6.31	-1.10	-0.17	0.00	3.88	0.00	-0.06	-0.17	0.00	3.88	0.00	-0.06	3	0.9DL+1.0Wdspan6	-0.90	-3.34	11.69	3.34	-0.32	-0.21	0.00	3.78	0.00	-0.07	-0.21	0.00	3.78	0.00	-0.07	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wutt	0.06	2.12	2.54	-2.12	0.02	0.07	3.67	2.78	-3.67	0.02	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wutt	-0.17	1.06	4.03	-1.06	-0.07	-0.23	1.12	4.65	-1.12	-0.08	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wutt	-0.20	1.25	3.57	-1.25	-0.07	-0.27	1.06	4.61	-1.06	-0.10	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdtt	0.03	0.00	7.01	0.00	0.00	-0.01	-3.95	10.58	3.95	-0.02	-0.12	-11.96	29.58	11.96	-0.09	3	1.2DL+0.5SL+1.0Wdtt	-0.28	0.00	6.23	0.00	-0.10	-0.26	-0.55	6.38	0.55	-0.10	-0.34	-2.51	11.97	2.51	-0.14	3	1.2DL+0.5SL+1.0Wdtt	-0.33	0.00	6.09	0.00	-0.12	-0.34	-0.65	6.30	0.65	-0.12	-0.74	-3.36	13.47	3.36	-0.27	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan1	0.04	-10.79	31.40	10.79	-0.02	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan1	-3.33	-7.59	23.55	7.59	-1.12	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan1	-0.47	-2.24	11.51	2.24	-0.18	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan2	-0.14	-9.38	28.60	9.38	-0.08	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan2	-3.37	-6.96	22.30	6.96	-1.14	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan2	-1.56	-3.40	14.08	3.40	-0.54	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan3	-1.10	-12.85	35.67	12.85	-0.41	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan3	-4.85	-9.16	26.63	9.16	-1.63	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan3	-1.20	-5.17	17.84	5.17	-0.42	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan4	0.25	-14.13	38.15	14.13	0.04	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan4	-2.30	-7.43	23.02	7.43	-0.79	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan4	-1.05	-5.78	19.04	5.78	-0.37	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan5	2.09	-11.20	31.97	11.20	0.64	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan5	-2.33	-7.33	22.80	7.33	-0.80	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan5	-0.01	-4.41	16.31	4.41	-0.04	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+0.5SL+1.0Wdspan6	0.46	-9.72	28.99	9.72	0.11	0.03	0.00	6.49	0.00	0.00	0.03	0.00	6.91	0.00	0.00	3	1.2DL+0.5SL+1.0Wdspan6	-3.35	-6.31	20.68	6.31	-1.14	-0.26	0.00	5.77	0.00	-0.10	-0.28	0.00	6.21	0.00	-0.10	3	1.2DL+0.5SL+1.0Wdspan6	-1.02	-3.34	14.01	3.34	-0.37	-0.31	0.00	5.63	0.00	-0.11	-0.33	0.00	6.07	0.00	-0.12	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wutt	0.05	1.06	7.39	-1.06	0.00	0.05	1.84	6.10	-1.84	0.01	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wutt	-0.33	0.53	7.45	-0.53	-0.12	-0.30	0.56	6.51	-0.56	-0.11	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wutt	-0.39	0.63	7.16	-0.63	-0.14	-0.36	0.53	6.43	-0.53	-0.13	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdtt	0.03	0.00	9.62	0.00	-0.01	0.01	-1.97	10.01	1.97	-0.01	-0.04	-5.98	20.64	5.98	-0.05	3	1.2DL+1.6SL+0.5Wdtt	-0.38	0.00	8.54	0.00	-0.14	-0.32	-0.28	7.38	0.28	-0.12	-0.41	-1.26	11.37	1.26	-0.16	3	1.2DL+1.6SL+0.5Wdtt	-0.46	0.00	8.42	0.00	-0.17	-0.39	-0.32	7.27	0.32	-0.14	-0.65	-1.68	12.03	1.68	-0.24	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan1	0.04	-5.39	21.82	5.39	-0.02	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan1	-1.91	-3.80	17.20	3.80	-0.65	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan1	-0.53	-1.12	11.13	1.12	-0.19	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan2	-0.05	-4.69	20.42	4.69	-0.05	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan2	-1.93	-3.48	16.58	3.48	-0.66	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan2	-1.07	-1.70	12.41	1.70	-0.37	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan3	-0.53	-6.42	23.96	6.42	-0.21	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan3	-2.67	-4.58	18.74	4.58	-0.91	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan3	-0.89	-2.58	14.29	2.58	-0.32	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan4	0.15	-7.07	25.20	7.07	0.01	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan4	-1.39	-3.71	16.94	3.71	-0.49	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan4	-0.82	-2.89	14.89	2.89	-0.29	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan5	1.06	-5.60	22.11	5.60	0.32	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan5	-1.41	-3.67	16.83	3.67	-0.49	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan5	-0.30	-2.21	13.52	2.21	-0.12	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+1.6SL+0.5Wdspan6	0.25	-4.86	20.61	4.86	0.05	0.03	0.00	7.96	0.00	0.00	0.04	0.00	9.30	0.00	0.00	3	1.2DL+1.6SL+0.5Wdspan6	-1.92	-3.15	15.77	3.15	-0.66	-0.32	0.00	7.07	0.00	-0.12	-0.38	0.00	8.49	0.00	-0.14	3	1.2DL+1.6SL+0.5Wdspan6	-0.80	-1.67	12.37	1.67	-0.29	-0.38	0.00	6.94	0.00	-0.14	-0.45	0.00	8.33	0.00	-0.16	*	*	*	*	*	*	*	
3	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-2.21	-0.87	6.80	0.87	-1.17	-2.21	-0.87	6.59	0.87	-1.17	-2.21	-0.87	6.76	0.87	-1.17	3	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-2.28	-0.77	6.02	0.77	-1.14	-2.27	-0.77	5.84	0.77	-1.14	-2.28	-0.77	6.02	0.77	-1.14	3	1.2DL+0.2SL+1.0Eh1+0.3Eh2+1.0Ev	-2.91	-0.78	5.88	0.78	-1.50	-2.90	-0.78	5.70	0.78	-1.50	-2.91	-0.78	5.87	0.78	-1.50	*	*	*	*	*	*	*	
3	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-0.65	-2.90	6.81	2.90	-0.35	-0.65	-2.90	6.61	2.90	-0.35	-0.64	-2.90	6.77	2.90	-0.35	3	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-0.87	-2.57	6.05	2.57	-0.41	-0.86	-2.57	5.87	2.57	-0.41	-0.87	-2.57	6.04	2.57	-0.41	3	1.2DL+0.2SL+0.3Eh1+1.0Eh2+1.0Ev	-1.10	-2.61	5.91	2.61	-0.53	-1.09	-2.61	5.73	2.61	-0.53	-1.10	-2.61	5.90	2.61	-0.53	*	*	*	*	*	*	*	
4	1.2DL+0.5SL	-0.09	0.00	7.77	0.00	-0.04	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL	0.37	0.00	7.00	0.00	0.10	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL	0.28	0.00	6.80	0.00	0.08	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	0.9DL+1.0Wutt	-0.05	2.06	0.35	-9.13	-0.02	-0.12	3.76	1.11	-8.39	-0.04	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wutt	0.09	1.05	2.07	-5.45	0.02	0.17	1.17	3.22	-3.95	0.05	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wutt	0.11	1.09	1.76	-4.99	0.03	0.15	1.03	3.19	-3.11	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdtt	-0.05	0.00	4.88	0.00	-0.03	-0.06	-4.21	8.98	-1.30	-0.04	-0.47	-11.94	27.52	-16.89	-0.21	4	0.9DL+1.0Wdtt	0.23	0.00	4.40	0.00	0.06	0.27	-0.73	5.11	-0.14	0.07	0.42	-3.02	10.44	-4.32	0.11	4	0.9DL+1.0Wdtt	0.18	0.00	4.26	0.00	0.05	0.21	-0.75	4.99	0.01	0.06	0.50	-4.18	12.48	-7.21	0.15	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan1	1.13	-13.25	32.42	-11.85	0.33	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan1	1.72	-5.04	14.81	-9.79	0.51	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan1	0.44	-3.03	10.37	-4.50	0.13	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan2	1.07	-11.72	29.13	-10.54	0.30	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan2	1.64	-4.13	12.87	-8.95	0.49	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan2	0.59	-2.92	10.16	-5.26	0.18	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan3	0.87	-13.00	31.99	-12.83	0.23	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan3	1.56	-4.00	12.78	-9.51	0.45	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan3	-0.46	-3.88	12.14	-6.17	-0.16	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan4	-2.06	-14.13	34.23	-12.87	-0.71	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan4	0.99	-6.03	16.90	-7.92	0.27	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan4	-0.03	-5.59	15.76	-6.76	-0.02	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan5	-1.46	-15.00	35.97	-11.67	-0.52	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan5	1.36	-6.27	17.40	-9.63	0.39	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan5	0.51	-6.62	17.76	-8.20	0.15	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	0.9DL+1.0Wdspan6	0.97	-13.31	32.56	-11.12	0.26	-0.05	0.00	4.88	0.00	-0.03	-0.05	0.00	4.88	0.00	-0.03	4	0.9DL+1.0Wdspan6	3.09	-5.23	15.24	-9.37	0.94	0.23	0.00	4.40	0.00	0.06	0.23	0.00	4.40	0.00	0.06	4	0.9DL+1.0Wdspan6	1.62	-5.56	15.62	-7.51	0.51	0.18	0.00	4.26	0.00	0.05	0.18	0.00	4.26	0.00	0.05	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wutt	-0.09	2.06	3.24	-9.13	-0.03	-0.15	3.76	3.44	-8.39	-0.05	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wutt	0.23	1.05	4.66	-5.45	0.06	0.29	1.17	5.32	-3.95	0.08	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wutt	0.21	1.09	4.30	-4.99	0.06	0.23	1.03	5.24	-3.11	0.07	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdtt	-0.09	0.00	7.77	0.00	-0.04	-0.08	-4.21	11.32	-1.30	-0.05	-0.50	-11.94	30.35	-16.89	-0.23	4	1.2DL+0.5SL+1.0Wdtt	0.37	0.00	7.00	0.00	0.10	0.38	-0.73	7.21	-0.14	0.10	0.56	-3.02	13.02	-4.32	0.14	4	1.2DL+0.5SL+1.0Wdtt	0.28	0.00	6.80	0.00	0.08	0.29	-0.75	7.05	0.01	0.09	0.60	-4.18	15.01	-7.21	0.18	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan1	1.10	-13.25	35.30	-11.85	0.31	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan1	1.86	-5.04	17.40	-9.79	0.55	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan1	0.54	-3.03	12.91	-4.50	0.16	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan2	1.03	-11.72	32.02	-10.54	0.28	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan2	1.78	-4.13	15.46	-8.95	0.53	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan2	0.70	-2.92	12.70	-5.26	0.21	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan3	0.84	-13.00	34.87	-12.83	0.21	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan3	1.70	-4.00	15.38	-9.51	0.49	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan3	-0.35	-3.88	14.68	-6.17	-0.13	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan4	-2.10	-14.13	37.12	-12.87	-0.73	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan4	1.13	-6.03	19.49	-7.92	0.31	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan4	0.08	-5.59	18.30	-6.76	0.01	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan5	-1.49	-15.00	38.85	-11.67	-0.54	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan5	1.50	-6.27	19.99	-9.63	0.42	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan5	0.61	-6.62	20.31	-8.20	0.18	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+0.5SL+1.0Wdspan6	0.93	-13.31	35.44	-11.12	0.24	-0.08	0.00	7.22	0.00	-0.04	-0.09	0.00	7.72	0.00	-0.04	4	1.2DL+0.5SL+1.0Wdspan6	3.23	-5.23	17.83	-9.37	0.98	0.34	0.00	6.50	0.00	0.09	0.37	0.00	6.98	0.00	0.10	4	1.2DL+0.5SL+1.0Wdspan6	1.72	-5.56	18.16	-7.51	0.54	0.26	0.00	6.31	0.00	0.08	0.28	0.00	6.79	0.00	0.08	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wutt	-0.12	1.03	8.26	-4.57	-0.05	-0.13	1.88	6.88	-4.19	-0.06	-0.12	0.00	10.36	0.00	-0.06	4	1.2DL+1.6SL+0.5Wutt	0.44	0.52	8.30	-2.73	0.12	0.39	0.58	7.30	-1.98	0.11	0.50	0.00	9.43	0.00	0.13	4	1.2DL+1.6SL+0.5Wutt	0.34	0.54	8.02	-2.50	0.10	0.30	0.52	7.17	-1.56	0.09	0.37	0.00	9.22	0.00	0.11	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wdtt	-0.12	0.00	10.53	0.00	-0.06	-0.10	-2.10	10.82	-0.65	-0.05	-0.33	-5.97	21.68	-8.45	-0.15	4	1.2DL+1.6SL+0.5Wdtt	0.51	0.00	9.46	0.00	0.14	0.44	-0.36	8.24	-0.07	0.12	0.60	-1.51	12.45	-2.16	0.16	4	1.2DL+1.6SL+0.5Wdtt	0.38	0.00	9.27	0.00	0.11	0.33	-0.37	8.07	0.01	0.10	0.53	-2.09	13.33	-3.60	0.16	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wdspan1	0.47	-6.63	24.30	-5.92	0.12	-0.10	0.00	8.77	0.00	-0.05	-0.12	0.00	10.36	0.00	-0.06	4	1.2DL+1.6SL+0.5Wdspan1	1.25	-2.52	14.67	-4.90	0.36	0.42	0.00	7.89	0.00	0.11	0.50	0.00	9.43	0.00	0.13	4	1.2DL+1.6SL+0.5Wdspan1	0.51	-1.52	12.32	-2.25	0.15	0.32	0.00	7.70	0.00	0.10	0.37	0.00	9.22	0.00	0.11	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wdspan2	0.44	-5.86	22.65	-5.27	0.10	-0.10	0.00	8.77	0.00	-0.05	-0.12	0.00	10.36	0.00	-0.06	4	1.2DL+1.6SL+0.5Wdspan2	1.21	-2.06	13.70	-4.47	0.35	0.42	0.00	7.89	0.00	0.11	0.50	0.00	9.43	0.00	0.13	4	1.2DL+1.6SL+0.5Wdspan2	0.59	-1.46	12.22	-2.63	0.18	0.32	0.00	7.70	0.00	0.10	0.37	0.00	9.22	0.00	0.11	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wdspan3	0.34	-6.50	24.08	-6.42	0.07	-0.10	0.00	8.77	0.00	-0.05	-0.12	0.00	10.36	0.00	-0.06	4	1.2DL+1.6SL+0.5Wdspan3	1.17	-2.00	13.65	-4.76	0.33	0.42	0.00	7.89	0.00	0.11	0.50	0.00	9.43	0.00	0.13	4	1.2DL+1.6SL+0.5Wdspan3	0.06	-1.94	13.21	-3.08	0.00	0.32	0.00	7.70	0.00	0.10	0.37	0.00	9.22	0.00	0.11	*	*	*	*	*	*	*	
4	1.2DL+1.6SL+0.5Wdspan4	-1.12	-7.06	25.20	-6.43	-0.40	-0.10	0.00	8.77	0.00	-0.05	-0.12	0.00	10.36	0.00	-0.06	4	1.2DL+1.6SL+0.5Wdspan4	0.89	-3.02	15.71	-3.96	0.24	0.42	0.00	7.89	0.00	0.11	0.50	0.00	9.43	0.00	0.13	4	1.2DL+1.6SL+0.5Wdspan4	0.28	-2.80	15.02	-3.38	0.07	0.32	0.00	7.70	0.00	0.10	0.37	0.00	9.22	0.00	0.11	*	*	*	*	*	*	*	
